Fetched 3188 existing translations.
Translation added: /shows/Boardwalk Empire Complete Series (S01 - S05) 1080p 5.1 - 2.0 x264 Phun Psyz/Boardwalk Empire S05E06 Devil You Know.mp4 -> /Shows/Boardwalk Empire (2010) {tt0979432}/Season 5/Boardwalk Empire (2010) - S05E06 - Devil You Know [Boardwalk Empire S05E06 Devil You Know].mp4
Translation added: /shows/Boardwalk Empire Complete Series (S01 - S05) 1080p 5.1 - 2.0 x264 Phun Psyz/Boardwalk Empire S05E07 Friendless Child.mp4 -> /Shows/Boardwalk Empire (2010) {tt0979432}/Season 5/Boardwalk Empire (2010) - S05E07 - Friendless Child [Boardwalk Empire S05E07 Friendless Child].mp4
Translation added: /shows/Boardwalk Empire Complete Series (S01 - S05) 1080p 5.1 - 2.0 x264 Phun Psyz/Boardwalk Empire S05E08 Eldorado.mp4 -> /Shows/Boardwalk Empire (2010) {tt0979432}/Season 5/Boardwalk Empire (2010) - S05E08 - Eldorado [Boardwalk Empire S05E08 Eldorado].mp4
Translation added: /shows/[BEST-TORRENTS.ORG] Bodkin.S01.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83/Bodkin.S01E01.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83.mkv -> /Shows/Bodkin (2024) {tt21072112}/Season 1/Bodkin (2024) - S01E01 - One True Mystery [Bodkin.S01E01.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83].mkv
Translation added: /shows/[BEST-TORRENTS.ORG] Bodkin.S01.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83/Bodkin.S01E02.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83.mkv -> /Shows/Bodkin (2024) {tt21072112}/Season 1/Bodkin (2024) - S01E02 - Who We Are [Bodkin.S01E02.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83].mkv
Translation added: /shows/[BEST-TORRENTS.ORG] Bodkin.S01.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83/Bodkin.S01E03.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83.mkv -> /Shows/Bodkin (2024) {tt21072112}/Season 1/Bodkin (2024) - S01E03 - Perfectly Innocent Life [Bodkin.S01E03.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83].mkv
Translation added: /shows/[BEST-TORRENTS.ORG] Bodkin.S01.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83/Bodkin.S01E04.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83.mkv -> /Shows/Bodkin (2024) {tt21072112}/Season 1/Bodkin (2024) - S01E04 - Poison or Something [Bodkin.S01E04.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83].mkv
Translation added: /shows/[BEST-TORRENTS.ORG] Bodkin.S01.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83/Bodkin.S01E05.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83.mkv -> /Shows/Bodkin (2024) {tt21072112}/Season 1/Bodkin (2024) - S01E05 - Peace in Our Time [Bodkin.S01E05.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83].mkv
Translation added: /shows/[BEST-TORRENTS.ORG] Bodkin.S01.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83/Bodkin.S01E06.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83.mkv -> /Shows/Bodkin (2024) {tt21072112}/Season 1/Bodkin (2024) - S01E06 - Ends Justify Means [Bodkin.S01E06.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83].mkv
Translation added: /shows/[BEST-TORRENTS.ORG] Bodkin.S01.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83/Bodkin.S01E07.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83.mkv -> /Shows/Bodkin (2024) {tt21072112}/Season 1/Bodkin (2024) - S01E07 - Empty Your Pockets [Bodkin.S01E07.MULTi.2160p.NF.WEB-DL.DV.HDR.HEVC.DDP5.1.Atmos.K83].mkv
Translation added: /shows/The Book Of Boba Fett Season 1 (S01) 2160p HDR 5.1 - 2.0 x265 10bit Phun Psyz/The Book Of Boba Fett S01E01 Chapter 1 Stranger in a Strange Land.mkv -> /Shows/The Book of Boba Fett (2021) {tt13668894}/Season 1/The Book of Boba Fett (2021) - S01E01 - Chapter 1: Stranger in a Strange Land [The Book Of Boba Fett S01E01 Chapter 1 Stranger in a Strange Land].mkv
Translation added: /shows/The Book Of Boba Fett Season 1 (S01) 2160p HDR 5.1 - 2.0 x265 10bit Phun Psyz/The Book Of Boba Fett S01E02 Chapter 2 The Tribes Of Tatooine.mkv -> /Shows/The Book of Boba Fett (2021) {tt13668894}/Season 1/The Book of Boba Fett (2021) - S01E02 - Chapter 2: The Tribes of Tatooine [The Book Of Boba Fett S01E02 Chapter 2 The Tribes Of Tatooine].mkv
Translation added: /shows/The Book Of Boba Fett Season 1 (S01) 2160p HDR 5.1 - 2.0 x265 10bit Phun Psyz/The Book Of Boba Fett S01E03 Chapter 3 The Streets Of Mos Espa.mkv -> /Shows/The Book of Boba Fett (2021) {tt13668894}/Season 1/The Book of Boba Fett (2021) - S01E03 - Chapter 3: The Streets of Mos Espa [The Book Of Boba Fett S01E03 Chapter 3 The Streets Of Mos Espa].mkv
Translation added: /shows/The Book Of Boba Fett Season 1 (S01) 2160p HDR 5.1 - 2.0 x265 10bit Phun Psyz/The Book Of Boba Fett S01E04 Chapter 4 The Gathering Storm.mkv -> /Shows/The Book of Boba Fett (2021) {tt13668894}/Season 1/The Book of Boba Fett (2021) - S01E04 - Chapter 4: The Gathering Storm [The Book Of Boba Fett S01E04 Chapter 4 The Gathering Storm].mkv
Translation added: /shows/The Book Of Boba Fett Season 1 (S01) 2160p HDR 5.1 - 2.0 x265 10bit Phun Psyz/The Book Of Boba Fett S01E05 Chapter 5 Return Of The Mandalorian.mkv -> /Shows/The Book of Boba Fett (2021) {tt13668894}/Season 1/The Book of Boba Fett (2021) - S01E05 - Chapter 5: Return of the Mandalorian [The Book Of Boba Fett S01E05 Chapter 5 Return Of The Mandalorian].mkv
Translation added: /shows/The Book Of Boba Fett Season 1 (S01) 2160p HDR 5.1 - 2.0 x265 10bit Phun Psyz/The Book Of Boba Fett S01E06 Chapter 6 From The Desert Comes A Stranger.mkv -> /Shows/The Book of Boba Fett (2021) {tt13668894}/Season 1/The Book of Boba Fett (2021) - S01E06 - Chapter 6: From the Desert Comes a Stranger [The Book Of Boba Fett S01E06 Chapter 6 From The Desert Comes A Stranger].mkv
Translation added: /shows/The Book Of Boba Fett Season 1 (S01) 2160p HDR 5.1 - 2.0 x265 10bit Phun Psyz/The Book Of Boba Fett S01E07 Chapter 7 In the Name Of Honor.mkv -> /Shows/The Book of Boba Fett (2021) {tt13668894}/Season 1/The Book of Boba Fett (2021) - S01E07 - Chapter 7: In the Name of Honor [The Book Of Boba Fett S01E07 Chapter 7 In the Name Of Honor].mkv
Translation added: /shows/Boy.Swallows.Universe.S01.2024.2160p.NF.WEB-DL.HDR.H.265/Boy.Swallows.Universe.S01E01.2024.2160p.NF.WEB-DL.HDR.H.265.RGzsRutracker.mkv -> /Shows/Boy Swallows Universe (2024) {tt10399902}/Season 1/Boy Swallows Universe (2024) - S01E01 - Boy Smells Rat [Boy.Swallows.Universe.S01E01.2024.2160p.NF.WEB-DL.HDR.H.265.RGzsRutracker].mkv
Translation added: /shows/Boy.Swallows.Universe.S01.2024.2160p.NF.WEB-DL.HDR.H.265/Boy.Swallows.Universe.S01E02.2024.2160p.NF.WEB-DL.HDR.H.265.RGzsRutracker.mkv -> /Shows/Boy Swallows Universe (2024) {tt10399902}/Season 1/Boy Swallows Universe (2024) - S01E02 - Boy Gets Chop [Boy.Swallows.Universe.S01E02.2024.2160p.NF.WEB-DL.HDR.H.265.RGzsRutracker].mkv
Translation added: /shows/Boy.Swallows.Universe.S01.2024.2160p.NF.WEB-DL.HDR.H.265/Boy.Swallows.Universe.S01E03.2024.2160p.NF.WEB-DL.HDR.H.265.RGzsRutracker.mkv -> /Shows/Boy Swallows Universe (2024) {tt10399902}/Season 1/Boy Swallows Universe (2024) - S01E03 - Run Boy Run [Boy.Swallows.Universe.S01E03.2024.2160p.NF.WEB-DL.HDR.H.265.RGzsRutracker].mkv
Translation added: /shows/Boy.Swallows.Universe.S01.2024.2160p.NF.WEB-DL.HDR.H.265/Boy.Swallows.Universe.S01E04.2024.2160p.NF.WEB-DL.HDR.H.265.RGzsRutracker.mkv -> /Shows/Boy Swallows Universe (2024) {tt10399902}/Season 1/Boy Swallows Universe (2024) - S01E04 - Boy Loses Dad [Boy.Swallows.Universe.S01E04.2024.2160p.NF.WEB-DL.HDR.H.265.RGzsRutracker].mkv
Translation added: /shows/Boy.Swallows.Universe.S01.2024.2160p.NF.WEB-DL.HDR.H.265/Boy.Swallows.Universe.S01E05.2024.2160p.NF.WEB-DL.HDR.H.265.RGzsRutracker.mkv -> /Shows/Boy Swallows Universe (2024) {tt10399902}/Season 1/Boy Swallows Universe (2024) - S01E05 - Boy Takes Flight [Boy.Swallows.Universe.S01E05.2024.2160p.NF.WEB-DL.HDR.H.265.RGzsRutracker].mkv
Translation added: /shows/Boy.Swallows.Universe.S01.2024.2160p.NF.WEB-DL.HDR.H.265/Boy.Swallows.Universe.S01E06.2024.2160p.NF.WEB-DL.HDR.H.265.RGzsRutracker.mkv -> /Shows/Boy Swallows Universe (2024) {tt10399902}/Season 1/Boy Swallows Universe (2024) - S01E06 - Boy Seeks Work [Boy.Swallows.Universe.S01E06.2024.2160p.NF.WEB-DL.HDR.H.265.RGzsRutracker].mkv
Translation added: /shows/Boy.Swallows.Universe.S01.2024.2160p.NF.WEB-DL.HDR.H.265/Boy.Swallows.Universe.S01E07.2024.2160p.NF.WEB-DL.HDR.H.265.RGzsRutracker.mkv -> /Shows/Boy Swallows Universe (2024) {tt10399902}/Season 1/Boy Swallows Universe (2024) - S01E07 - Boy Meets End [Boy.Swallows.Universe.S01E07.2024.2160p.NF.WEB-DL.HDR.H.265.RGzsRutracker].mkv
Translation added: /shows/The.Boys.S01.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON[rartv]/The.Boys.S01E01.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 1/The Boys (2019) - S01E01 - The Name of the Game [The.Boys.S01E01.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON].mkv
Translation added: /shows/The.Boys.S01.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON[rartv]/The.Boys.S01E02.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 1/The Boys (2019) - S01E02 - Cherry [The.Boys.S01E02.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON].mkv
Translation added: /shows/The.Boys.S01.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON[rartv]/The.Boys.S01E03.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 1/The Boys (2019) - S01E03 - Get Some [The.Boys.S01E03.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON].mkv
Translation added: /shows/The.Boys.S01.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON[rartv]/The.Boys.S01E04.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 1/The Boys (2019) - S01E04 - The Female of the Species [The.Boys.S01E04.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON].mkv
Translation added: /shows/The.Boys.S01.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON[rartv]/The.Boys.S01E05.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 1/The Boys (2019) - S01E05 - Good for the Soul [The.Boys.S01E05.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON].mkv
Translation added: /shows/The.Boys.S01.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON[rartv]/The.Boys.S01E06.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 1/The Boys (2019) - S01E06 - The Innocents [The.Boys.S01E06.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON].mkv
Translation added: /shows/The.Boys.S01.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON[rartv]/The.Boys.S01E07.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 1/The Boys (2019) - S01E07 - The Self-Preservation Society [The.Boys.S01E07.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON].mkv
Translation added: /shows/The.Boys.S01.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON[rartv]/The.Boys.S01E08.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 1/The Boys (2019) - S01E08 - You Found Me [The.Boys.S01E08.2160p.WEB-DL.DDP5.1.HDR.HEVC-NEOLUTiON].mkv
Translation added: /shows/The.Boys.S02.2160p.AMZN.WEBRip.x265.10bit.HDR.DDP5.1-C4K[rartv]/The.Boys.S02E01.The.Big.Ride.2160p.HDR.AMZN.WEBRip.DDP5.1.x265-C4K.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 2/The Boys (2019) - S02E01 - The Big Ride [The.Boys.S02E01.The.Big.Ride.2160p.HDR.AMZN.WEBRip.DDP5.1.x265-C4K].mkv
Translation added: /shows/The.Boys.S02.2160p.AMZN.WEBRip.x265.10bit.HDR.DDP5.1-C4K[rartv]/The.Boys.S02E02.PROPER.Preparation.and.Planning.2160p.HDR.AMZN.WEB-DL.DDP5.1.x265-C4K.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 2/The Boys (2019) - S02E02 - Proper Preparation and Planning [The.Boys.S02E02.PROPER.Preparation.and.Planning.2160p.HDR.AMZN.WEB-DL.DDP5.1.x265-C4K].mkv
Translation added: /shows/The.Boys.S02.2160p.AMZN.WEBRip.x265.10bit.HDR.DDP5.1-C4K[rartv]/The.Boys.S02E03.Over.The.Hill.with.the.Swords.of.a.Thousand.Men.2160p.HDR.AMZN.WEB-DL.DDP5.1.x265-C4K.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 2/The Boys (2019) - S02E03 - Over the Hill with the Swords of a Thousand Men [The.Boys.S02E03.Over.The.Hill.with.the.Swords.of.a.Thousand.Men.2160p.HDR.AMZN.WEB-DL.DDP5.1.x265-C4K].mkv
Translation added: /shows/The.Boys.S02.2160p.AMZN.WEBRip.x265.10bit.HDR.DDP5.1-C4K[rartv]/The.Boys.S02E04.Nothing.Like.It.in.the.World.2160p.REPACK.HDR.AMZN.WEBRip.DDP5.1.x265-C4K.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 2/The Boys (2019) - S02E04 - Nothing Like It in the World [The.Boys.S02E04.Nothing.Like.It.in.the.World.2160p.REPACK.HDR.AMZN.WEBRip.DDP5.1.x265-C4K].mkv
Translation added: /shows/The.Boys.S02.2160p.AMZN.WEBRip.x265.10bit.HDR.DDP5.1-C4K[rartv]/The.Boys.S02E05.We.Gotta.Go.Now.2160p.HDR.x265.AMZN.WEBRip.DDP5.1-C4K.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 2/The Boys (2019) - S02E05 - We Gotta Go Now [The.Boys.S02E05.We.Gotta.Go.Now.2160p.HDR.x265.AMZN.WEBRip.DDP5.1-C4K].mkv
Translation added: /shows/The.Boys.S02.2160p.AMZN.WEBRip.x265.10bit.HDR.DDP5.1-C4K[rartv]/The.Boys.S02E06.The.Bloody.Doors.Off.2160p.HDR.AMZN.WEBRip.DDP5.1-C4K.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 2/The Boys (2019) - S02E06 - The Bloody Doors Off [The.Boys.S02E06.The.Bloody.Doors.Off.2160p.HDR.AMZN.WEBRip.DDP5.1-C4K].mkv
Translation added: /shows/The.Boys.S02.2160p.AMZN.WEBRip.x265.10bit.HDR.DDP5.1-C4K[rartv]/The.Boys.S02E07.Butcher.Baker.Candlestick.Maker.2160p.HDR.AMZN.WEBRip.DDP5.1.x265-C4K.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 2/The Boys (2019) - S02E07 - Butcher, Baker, Candlestick Maker [The.Boys.S02E07.Butcher.Baker.Candlestick.Maker.2160p.HDR.AMZN.WEBRip.DDP5.1.x265-C4K].mkv
Translation added: /shows/The.Boys.S02.2160p.AMZN.WEBRip.x265.10bit.HDR.DDP5.1-C4K[rartv]/The.Boys.S02E08.What.I.Know.2160p.HDR.AMZN.WEBRip.DDP5.1.x265-C4K.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 2/The Boys (2019) - S02E08 - What I Know [The.Boys.S02E08.What.I.Know.2160p.HDR.AMZN.WEBRip.DDP5.1.x265-C4K].mkv
Translation added: /shows/The Boys Season 3 (S03) 2160p HDR 5.1 x265 10bit Phun Psyz/The Boys S03E01 Payback.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 3/The Boys (2019) - S03E01 - Payback [The Boys S03E01 Payback].mkv
Translation added: /shows/The Boys Season 3 (S03) 2160p HDR 5.1 x265 10bit Phun Psyz/The Boys S03E02 The Only Man in the Sky.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 3/The Boys (2019) - S03E02 - The Only Man in the Sky [The Boys S03E02 The Only Man in the Sky].mkv
Translation added: /shows/The Boys Season 3 (S03) 2160p HDR 5.1 x265 10bit Phun Psyz/The Boys S03E03 Barbary Coast.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 3/The Boys (2019) - S03E03 - Barbary Coast [The Boys S03E03 Barbary Coast].mkv
Translation added: /shows/The Boys Season 3 (S03) 2160p HDR 5.1 x265 10bit Phun Psyz/The Boys S03E04 Glorious Five Year Plan.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 3/The Boys (2019) - S03E04 - Glorious Five Year Plan [The Boys S03E04 Glorious Five Year Plan].mkv
Translation added: /shows/The Boys Season 3 (S03) 2160p HDR 5.1 x265 10bit Phun Psyz/The Boys S03E05 The Last Time to Look on This World of Lies.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 3/The Boys (2019) - S03E05 - The Last Time to Look on This World of Lies [The Boys S03E05 The Last Time to Look on This World of Lies].mkv
Translation added: /shows/The Boys Season 3 (S03) 2160p HDR 5.1 x265 10bit Phun Psyz/The Boys S03E06 Herogasm.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 3/The Boys (2019) - S03E06 - Herogasm [The Boys S03E06 Herogasm].mkv
Translation added: /shows/The Boys Season 3 (S03) 2160p HDR 5.1 x265 10bit Phun Psyz/The Boys S03E07 Here Comes a Candle to Light You to Bed.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 3/The Boys (2019) - S03E07 - Here Comes a Candle to Light You to Bed [The Boys S03E07 Here Comes a Candle to Light You to Bed].mkv
Translation added: /shows/The Boys Season 3 (S03) 2160p HDR 5.1 x265 10bit Phun Psyz/The Boys S03E08 The Instant White-Hot Wild.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 3/The Boys (2019) - S03E08 - The Instant White-Hot Wild [The Boys S03E08 The Instant White-Hot Wild].mkv
Translation added: /shows/The.Boys.S04.HDR.2160p.Kerob/The.Boys.S04E01.HDR.2160p.Kerob.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 4/The Boys (2019) - S04E01 - Department of Dirty Tricks [The.Boys.S04E01.HDR.2160p.Kerob].mkv
Translation added: /shows/The.Boys.S04.HDR.2160p.Kerob/The.Boys.S04E02.HDR.2160p.Kerob.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 4/The Boys (2019) - S04E02 - Life Among the Septics [The.Boys.S04E02.HDR.2160p.Kerob].mkv
Translation added: /shows/The.boys.S04E03.HDR.2160p.WEB.H265-NHTFS[TGx]/the.boys.s04e03.hdr.2160p.web.h265-nhtfs.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 4/The Boys (2019) - S04E03 - We'll Keep the Red Flag Flying Here [the.boys.s04e03.hdr.2160p.web.h265-nhtfs].mkv
Translation added: /shows/the.boys.s04e04.hdr.2160p.web.h265-successfulcrab.mkv/the.boys.s04e04.hdr.2160p.web.h265-successfulcrab.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 4/The Boys (2019) - S04E04 - Wisdom of the Ages [the.boys.s04e04.hdr.2160p.web.h265-successfulcrab].mkv
Translation added: /shows/The.Boys.S04E05.PROPER.HDR.2160p.WEB.H265-NHTFS[TGx]/the.boys.s04e05.proper.hdr.2160p.web.h265-nhtfs.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 4/The Boys (2019) - S04E05 - Beware the Jabberwock, My Son [the.boys.s04e05.proper.hdr.2160p.web.h265-nhtfs].mkv
Translation added: /shows/The.Boys.S04E06.HDR.2160p.WEB.H265-SuccessfulCrab[TGx]/the.boys.s04e06.hdr.2160p.web.h265-successfulcrab.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 4/The Boys (2019) - S04E06 - Dirty Business [the.boys.s04e06.hdr.2160p.web.h265-successfulcrab].mkv
Translation added: /shows/the.boys.s04e07.hdr.2160p.web.h265-lazycunts.mkv/the.boys.s04e07.hdr.2160p.web.h265-lazycunts.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 4/The Boys (2019) - S04E07 - The Insider [the.boys.s04e07.hdr.2160p.web.h265-lazycunts].mkv
Translation added: /shows/The.Boys.S04E08.HDR.2160p.WEB.H265-SuccessfulCrab[TGx]/the.boys.s04e08.hdr.2160p.web.h265-successfulcrab.mkv -> /Shows/The Boys (2019) {tt1190634}/Season 4/The Boys (2019) - S04E08 - Season Four Finale [the.boys.s04e08.hdr.2160p.web.h265-successfulcrab].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S01E01.2160p.WEBRip.DTS-HD.MA5.1.x264-TrollUHD.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 1/Breaking Bad (2008) - S01E01 - Pilot [Breaking.Bad.S01E01.2160p.WEBRip.DTS-HD.MA5.1.x264-TrollUHD].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S01E02.2160p.WEBRip.DTS-HD.MA5.1.x264-TrollUHD.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 1/Breaking Bad (2008) - S01E02 - Cat's in the Bag... [Breaking.Bad.S01E02.2160p.WEBRip.DTS-HD.MA5.1.x264-TrollUHD].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S01E03.2160p.WEBRip.DTS-HD.MA5.1.x264-TrollUHD.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 1/Breaking Bad (2008) - S01E03 - ...And the Bag's in the River [Breaking.Bad.S01E03.2160p.WEBRip.DTS-HD.MA5.1.x264-TrollUHD].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S01E04.2160p.WEBRip.DTS-HD.MA5.1.x264-TrollUHD.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 1/Breaking Bad (2008) - S01E04 - Cancer Man [Breaking.Bad.S01E04.2160p.WEBRip.DTS-HD.MA5.1.x264-TrollUHD].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S01E05.2160p.WEBRip.DTS-HD.MA5.1.x264-TrollUHD.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 1/Breaking Bad (2008) - S01E05 - Gray Matter [Breaking.Bad.S01E05.2160p.WEBRip.DTS-HD.MA5.1.x264-TrollUHD].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S01E06.2160p.WEBRip.DTS-HD.MA5.1.x264-TrollUHD.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 1/Breaking Bad (2008) - S01E06 - Crazy Handful of Nothin' [Breaking.Bad.S01E06.2160p.WEBRip.DTS-HD.MA5.1.x264-TrollUHD].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S01E07.2160p.WEBRip.DTS-HD.MA5.1.x264-TrollUHD.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 1/Breaking Bad (2008) - S01E07 - A No Rough Stuff Type Deal [Breaking.Bad.S01E07.2160p.WEBRip.DTS-HD.MA5.1.x264-TrollUHD].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S02E01.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 2/Breaking Bad (2008) - S02E01 - Seven Thirty-Seven [Breaking.Bad.S02E01.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S02E02.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 2/Breaking Bad (2008) - S02E02 - Grilled [Breaking.Bad.S02E02.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S02E03.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 2/Breaking Bad (2008) - S02E03 - Bit by a Dead Bee [Breaking.Bad.S02E03.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB].mkv
